No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date,season
20890,2015,7,19,9,83.0,83.0,2.0,53.0,1100.0,2.0,22.2,1004.4,21.4,0.2,NE,1.2,Guanyuan,2015-07-19,Summer
20891,2015,7,19,10,98.0,98.0,2.0,45.0,1100.0,4.0,23.4,1004.7,22.0,0.0,NNE,1.2,Guanyuan,2015-07-19,Summer
20892,2015,7,19,11,114.0,114.0,2.0,47.0,1200.0,7.0,24.0,1004.6,21.9,0.0,NW,1.8,Guanyuan,2015-07-19,Summer
20893,2015,7,19,12,112.0,112.0,2.0,40.0,1200.0,22.0,24.9,1004.3,22.8,0.0,WNW,1.6,Guanyuan,2015-07-19,Summer
20894,2015,7,19,13,110.0,110.0,3.0,33.0,1200.0,39.0,26.6,1003.8,21.4,0.0,NE,1.6,Guanyuan,2015-07-19,Summer
20895,2015,7,19,14,106.0,106.0,3.0,28.0,1100.0,74.0,26.6,1003.2,22.4,0.0,ENE,2.6,Guanyuan,2015-07-19,Summer
20896,2015,7,19,15,118.0,118.0,2.0,28.0,1200.0,90.0,27.7,1003.0,22.0,0.0,ENE,2.2,Guanyuan,2015-07-19,Summer
20897,2015,7,19,16,132.0,132.0,2.0,31.0,1200.0,97.0,25.4,1002.7,21.1,0.0,ENE,4.4,Guanyuan,2015-07-19,Summer
20898,2015,7,19,17,91.0,91.0,2.0,28.0,1100.0,75.0,23.5,1003.2,21.2,0.3,ESE,3.8,Guanyuan,2015-07-19,Summer
20899,2015,7,19,18,70.0,70.0,2.0,26.0,1000.0,71.0,24.1,1003.2,21.0,0.0,SE,3.7,Guanyuan,2015-07-19,Summer
20900,2015,7,19,19,59.0,59.0,2.0,20.0,900.0,67.0,23.5,1003.7,20.0,0.0,SSE,2.1,Guanyuan,2015-07-19,Summer
20901,2015,7,19,20,36.0,36.0,2.0,22.0,900.0,57.0,23.1,1004.1,19.9,0.0,ENE,1.6,Guanyuan,2015-07-19,Summer
20902,2015,7,19,21,42.0,42.0,2.0,26.0,900.0,46.0,22.7,1004.9,21.0,0.0,E,0.5,Guanyuan,2015-07-19,Summer
20903,2015,7,19,22,58.0,58.0,2.0,31.0,900.0,33.0,22.7,1005.1,21.3,0.2,N,1.6,Guanyuan,2015-07-19,Summer
20904,2015,7,19,23,67.0,67.0,2.0,41.0,900.0,20.0,22.7,1005.0,21.5,0.0,ESE,0.7,Guanyuan,2015-07-19,Summer
20905,2015,7,20,0,82.0,82.0,2.0,33.0,900.0,19.0,22.7,1004.6,21.7,0.0,ENE,0.6,Guanyuan,2015-07-20,Summer
20906,2015,7,20,1,96.0,96.0,2.0,44.0,900.0,9.0,22.8,1004.1,21.8,0.7,NE,0.9,Guanyuan,2015-07-20,Summer
20907,2015,7,20,2,100.0,100.0,2.0,32.0,900.0,10.0,22.8,1003.9,21.8,0.0,NNE,0.6,Guanyuan,2015-07-20,Summer
20908,2015,7,20,3,112.0,112.0,2.0,52.0,900.0,2.0,22.8,1003.9,22.0,0.1,E,1.4,Guanyuan,2015-07-20,Summer
20909,2015,7,20,4,109.0,109.0,2.0,50.0,900.0,2.0,22.8,1004.0,22.0,2.2,SSE,0.3,Guanyuan,2015-07-20,Summer
20910,2015,7,20,5,112.0,112.0,2.0,40.0,900.0,2.0,22.7,1004.1,22.0,0.0,E,0.7,Guanyuan,2015-07-20,Summer
20911,2015,7,20,6,107.0,107.0,2.0,41.0,900.0,2.0,22.5,1004.3,22.0,0.0,E,1.0,Guanyuan,2015-07-20,Summer
20912,2015,7,20,7,102.0,102.0,2.0,49.0,1000.0,2.0,22.7,1004.5,22.0,0.0,ENE,1.6,Guanyuan,2015-07-20,Summer
20913,2015,7,20,8,88.0,88.0,2.0,45.0,1100.0,2.0,23.4,1004.5,21.8,0.0,ENE,0.8,Guanyuan,2015-07-20,Summer
20914,2015,7,20,9,84.0,84.0,2.0,38.0,1000.0,2.0,24.5,1004.6,21.8,0.0,NE,1.4,Guanyuan,2015-07-20,Summer
20915,2015,7,20,10,102.0,102.0,2.0,50.0,1100.0,2.0,24.7,1004.6,22.2,0.0,NE,1.6,Guanyuan,2015-07-20,Summer
20918,2015,7,20,13,68.0,69.0,2.0,35.0,1100.0,94.0,26.5,1003.7,21.0,0.0,ENE,1.7,Guanyuan,2015-07-20,Summer
20919,2015,7,20,14,102.0,102.0,2.0,27.0,1000.0,170.0,28.2,1002.8,21.7,0.0,SE,1.7,Guanyuan,2015-07-20,Summer
20920,2015,7,20,15,96.0,96.0,2.0,23.0,1000.0,216.0,28.3,1002.2,21.6,0.0,S,1.7,Guanyuan,2015-07-20,Summer
20921,2015,7,20,16,109.0,109.0,2.0,27.0,1000.0,225.0,28.3,1001.7,21.8,0.0,ESE,2.8,Guanyuan,2015-07-20,Summer
20922,2015,7,20,17,102.0,102.0,2.0,27.0,1000.0,226.0,28.5,1001.4,22.0,0.0,ESE,1.9,Guanyuan,2015-07-20,Summer
20923,2015,7,20,18,94.0,94.0,2.0,23.0,1000.0,212.0,28.1,1001.1,21.9,0.0,E,1.9,Guanyuan,2015-07-20,Summer
20924,2015,7,20,19,91.0,91.0,2.0,26.0,900.0,184.0,27.8,1001.5,21.3,0.0,SSE,1.6,Guanyuan,2015-07-20,Summer
20925,2015,7,20,20,94.0,94.0,2.0,30.0,1000.0,157.0,24.6,1001.5,22.8,17.8,SW,0.2,Guanyuan,2015-07-20,Summer
20926,2015,7,20,21,110.0,110.0,2.0,30.0,1100.0,142.0,25.3,1002.1,23.2,0.0,SE,1.4,Guanyuan,2015-07-20,Summer
20927,2015,7,20,22,120.0,120.0,2.0,39.0,1100.0,108.0,25.5,1002.3,22.6,0.0,SE,1.8,Guanyuan,2015-07-20,Summer
20928,2015,7,20,23,120.0,120.0,2.0,46.0,1200.0,105.0,24.9,1002.5,22.4,0.9,SSE,2.6,Guanyuan,2015-07-20,Summer
20929,2015,7,21,0,145.0,145.0,3.0,33.0,1300.0,131.0,24.3,1002.7,22.7,0.2,SE,0.9,Guanyuan,2015-07-21,Summer
20930,2015,7,21,1,148.0,148.0,3.0,31.0,1400.0,108.0,24.0,1002.5,22.4,0.0,SSE,1.0,Guanyuan,2015-07-21,Summer
20931,2015,7,21,2,138.0,138.0,7.0,30.0,1500.0,91.0,23.3,1002.2,22.5,0.0,E,1.2,Guanyuan,2015-07-21,Summer
20932,2015,7,21,3,133.0,133.0,2.0,28.0,1700.0,84.0,23.1,1002.1,22.3,0.0,E,1.2,Guanyuan,2015-07-21,Summer
20933,2015,7,21,4,133.0,133.0,2.0,28.0,1500.0,61.0,22.9,1002.2,22.2,0.0,ESE,1.0,Guanyuan,2015-07-21,Summer
20934,2015,7,21,5,138.0,138.0,3.0,28.0,1400.0,57.0,22.9,1002.2,22.4,0.0,E,1.3,Guanyuan,2015-07-21,Summer
20935,2015,7,21,6,118.0,118.0,2.0,57.0,1500.0,2.0,22.9,1002.3,22.6,0.0,E,1.2,Guanyuan,2015-07-21,Summer
20936,2015,7,21,7,111.0,111.0,2.0,50.0,1300.0,4.0,23.3,1002.3,22.6,0.0,ENE,1.0,Guanyuan,2015-07-21,Summer
20937,2015,7,21,8,151.0,151.0,2.0,36.0,1300.0,40.0,23.5,1002.5,22.3,0.0,NE,0.2,Guanyuan,2015-07-21,Summer
20938,2015,7,21,9,165.0,165.0,2.0,48.0,1400.0,31.0,24.3,1002.4,22.6,0.0,SE,0.9,Guanyuan,2015-07-21,Summer
20940,2015,7,21,11,176.0,176.0,2.0,41.0,1300.0,78.0,26.8,1001.9,23.3,0.0,E,1.3,Guanyuan,2015-07-21,Summer
20941,2015,7,21,12,173.0,173.0,2.0,32.0,1300.0,119.0,27.7,1001.6,23.3,0.0,SE,1.2,Guanyuan,2015-07-21,Summer
20942,2015,7,21,13,177.0,177.0,2.0,28.0,1200.0,148.0,28.5,1000.7,22.7,0.0,SSE,1.3,Guanyuan,2015-07-21,Summer
20943,2015,7,21,14,194.0,194.0,2.0,29.0,1200.0,168.0,29.4,999.8,22.9,0.0,SE,2.3,Guanyuan,2015-07-21,Summer
20944,2015,7,21,15,179.0,179.0,2.0,24.0,1100.0,185.0,29.1,999.3,23.1,0.0,ESE,2.2,Guanyuan,2015-07-21,Summer
20945,2015,7,21,16,173.0,173.0,2.0,20.0,1100.0,170.0,29.6,998.8,22.6,0.0,S,2.6,Guanyuan,2015-07-21,Summer
20946,2015,7,21,17,165.0,165.0,2.0,23.0,1100.0,165.0,29.3,998.7,22.5,0.0,S,1.6,Guanyuan,2015-07-21,Summer
20947,2015,7,21,18,170.0,170.0,2.0,30.0,1200.0,150.0,29.1,998.4,22.8,0.0,S,1.4,Guanyuan,2015-07-21,Summer
20948,2015,7,21,19,176.0,176.0,2.0,28.0,1200.0,151.0,28.9,999.3,22.9,0.0,SSW,1.8,Guanyuan,2015-07-21,Summer
20949,2015,7,21,20,126.0,126.0,2.0,27.0,900.0,144.0,25.9,1000.3,20.0,0.0,WSW,5.8,Guanyuan,2015-07-21,Summer
20950,2015,7,21,21,69.0,69.0,2.0,24.0,800.0,123.0,24.1,1000.4,20.2,0.3,SW,3.9,Guanyuan,2015-07-21,Summer
20951,2015,7,21,22,62.0,62.0,2.0,23.0,800.0,113.0,23.9,1001.1,20.2,0.0,NW,1.1,Guanyuan,2015-07-21,Summer
20952,2015,7,21,23,52.0,52.0,2.0,32.0,800.0,90.0,23.6,1000.8,20.3,0.0,SW,1.5,Guanyuan,2015-07-21,Summer
20953,2015,7,22,0,56.0,56.0,2.0,29.0,700.0,90.0,23.3,1000.8,20.1,0.0,WSW,1.6,Guanyuan,2015-07-22,Summer
20954,2015,7,22,1,47.0,47.0,2.0,22.0,700.0,84.0,22.7,1000.7,19.9,0.0,WSW,0.6,Guanyuan,2015-07-22,Summer
20955,2015,7,22,2,55.0,55.0,2.0,25.0,700.0,60.0,22.4,1000.3,20.1,0.0,ENE,0.5,Guanyuan,2015-07-22,Summer
20956,2015,7,22,3,55.0,55.0,2.0,38.0,800.0,39.0,22.3,999.8,20.2,0.0,WNW,0.8,Guanyuan,2015-07-22,Summer
20957,2015,7,22,4,75.0,75.0,2.0,44.0,800.0,34.0,21.6,999.9,20.4,0.0,ESE,1.0,Guanyuan,2015-07-22,Summer
20958,2015,7,22,5,81.0,81.0,2.0,43.0,900.0,24.0,21.3,1000.0,20.5,0.0,SE,0.7,Guanyuan,2015-07-22,Summer
20959,2015,7,22,6,102.0,102.0,2.0,49.0,1000.0,15.0,21.5,1000.4,20.8,0.0,ESE,1.0,Guanyuan,2015-07-22,Summer
20960,2015,7,22,7,95.0,95.0,2.0,46.0,1000.0,28.0,22.8,1001.0,21.3,0.0,E,1.1,Guanyuan,2015-07-22,Summer
20961,2015,7,22,8,98.0,98.0,2.0,40.0,1000.0,48.0,23.9,1000.9,21.0,0.0,ESE,1.0,Guanyuan,2015-07-22,Summer
20962,2015,7,22,9,92.0,92.0,2.0,51.0,1000.0,50.0,25.0,1000.8,20.7,0.0,S,1.0,Guanyuan,2015-07-22,Summer
20963,2015,7,22,10,89.0,89.0,2.0,66.0,1200.0,48.0,25.9,1000.9,21.3,0.0,WSW,1.0,Guanyuan,2015-07-22,Summer
20964,2015,7,22,11,106.0,106.0,2.0,70.0,1200.0,60.0,27.2,1000.4,20.8,0.0,SSW,1.1,Guanyuan,2015-07-22,Summer
20965,2015,7,22,12,85.0,85.0,2.0,51.0,1000.0,116.0,28.6,999.9,20.6,0.0,SE,1.1,Guanyuan,2015-07-22,Summer
20966,2015,7,22,13,84.0,84.0,2.0,47.0,1000.0,149.0,29.0,999.5,20.4,0.0,E,1.7,Guanyuan,2015-07-22,Summer
20967,2015,7,22,14,98.0,98.0,3.0,48.0,1100.0,166.0,30.5,998.8,20.7,0.0,NNW,1.5,Guanyuan,2015-07-22,Summer
20968,2015,7,22,15,92.0,92.0,4.0,41.0,1000.0,201.0,30.1,998.3,20.6,0.0,E,1.7,Guanyuan,2015-07-22,Summer
20969,2015,7,22,16,76.0,76.0,4.0,29.0,900.0,214.0,30.9,997.8,20.2,0.0,E,2.1,Guanyuan,2015-07-22,Summer
20970,2015,7,22,17,71.0,71.0,3.0,29.0,900.0,215.0,30.0,997.7,20.3,0.0,ESE,2.4,Guanyuan,2015-07-22,Summer
20971,2015,7,22,18,53.0,58.0,2.0,28.0,800.0,185.0,29.4,998.3,20.5,0.0,S,1.8,Guanyuan,2015-07-22,Summer
20972,2015,7,22,19,64.0,67.0,2.0,25.0,1000.0,177.0,29.1,999.0,20.8,0.0,SSW,1.9,Guanyuan,2015-07-22,Summer
20973,2015,7,22,20,55.0,60.0,2.0,27.0,900.0,150.0,25.6,1000.9,19.5,0.0,NW,3.4,Guanyuan,2015-07-22,Summer
20974,2015,7,22,21,17.0,17.0,2.0,21.0,600.0,125.0,22.4,1001.1,20.3,0.7,SE,1.3,Guanyuan,2015-07-22,Summer
20975,2015,7,22,22,18.0,18.0,2.0,46.0,800.0,73.0,22.3,1001.2,20.8,1.2,ENE,1.3,Guanyuan,2015-07-22,Summer
20976,2015,7,22,23,18.0,18.0,2.0,35.0,800.0,86.0,21.7,1001.2,20.9,2.1,ESE,0.9,Guanyuan,2015-07-22,Summer
20977,2015,7,23,0,31.0,31.0,2.0,41.0,800.0,61.0,21.9,1001.0,21.2,0.0,ESE,0.6,Guanyuan,2015-07-23,Summer
20978,2015,7,23,1,34.0,34.0,2.0,44.0,900.0,48.0,21.7,1000.4,21.0,0.1,ESE,1.1,Guanyuan,2015-07-23,Summer
20979,2015,7,23,2,41.0,41.0,2.0,44.0,800.0,32.0,21.4,1000.4,20.7,0.0,NE,0.0,Guanyuan,2015-07-23,Summer
20980,2015,7,23,3,46.0,46.0,2.0,47.0,800.0,33.0,21.2,1000.2,20.7,0.0,ENE,0.8,Guanyuan,2015-07-23,Summer
20981,2015,7,23,4,55.0,55.0,2.0,53.0,900.0,12.0,21.3,1000.5,20.8,0.0,SE,0.6,Guanyuan,2015-07-23,Summer
20982,2015,7,23,5,50.0,50.0,2.0,48.0,800.0,17.0,21.5,1000.9,21.2,0.0,E,0.9,Guanyuan,2015-07-23,Summer
20983,2015,7,23,6,49.0,49.0,2.0,47.0,800.0,17.0,21.6,1000.8,21.3,0.0,ENE,1.0,Guanyuan,2015-07-23,Summer
20984,2015,7,23,7,49.0,49.0,2.0,59.0,900.0,12.0,22.8,1001.5,21.6,0.0,ESE,0.5,Guanyuan,2015-07-23,Summer
20985,2015,7,23,8,46.0,46.0,2.0,61.0,900.0,27.0,24.3,1001.6,20.8,0.0,ENE,0.9,Guanyuan,2015-07-23,Summer
20986,2015,7,23,9,54.0,54.0,2.0,61.0,1000.0,36.0,24.8,1001.5,21.1,0.0,E,1.0,Guanyuan,2015-07-23,Summer
20987,2015,7,23,10,49.0,49.0,2.0,63.0,1000.0,43.0,24.9,1001.5,21.4,0.0,ESE,1.0,Guanyuan,2015-07-23,Summer
20988,2015,7,23,11,55.0,55.0,2.0,55.0,1000.0,61.0,25.3,1000.9,21.2,0.0,E,1.2,Guanyuan,2015-07-23,Summer
20989,2015,7,23,12,57.0,57.0,2.0,58.0,1100.0,77.0,26.4,1000.4,21.4,0.0,ESE,1.1,Guanyuan,2015-07-23,Summer
20990,2015,7,23,13,74.0,74.0,2.0,53.0,1100.0,125.0,28.3,999.7,21.8,0.0,E,1.6,Guanyuan,2015-07-23,Summer
20991,2015,7,23,14,80.0,80.0,2.0,45.0,1000.0,165.0,29.6,998.8,21.3,0.0,SSE,1.7,Guanyuan,2015-07-23,Summer
20992,2015,7,23,15,81.0,81.0,2.0,41.0,1000.0,201.0,30.8,997.9,20.7,0.0,S,1.0,Guanyuan,2015-07-23,Summer
20993,2015,7,23,16,80.0,83.0,2.0,37.0,1000.0,218.0,30.3,997.8,21.1,0.0,SW,1.5,Guanyuan,2015-07-23,Summer
20994,2015,7,23,17,66.0,73.0,2.0,34.0,900.0,185.0,30.0,997.9,21.7,0.0,WSW,4.0,Guanyuan,2015-07-23,Summer
20995,2015,7,23,18,41.0,41.0,2.0,45.0,800.0,120.0,29.5,997.8,21.2,0.0,W,1.5,Guanyuan,2015-07-23,Summer
20996,2015,7,23,19,24.0,25.0,2.0,74.0,800.0,58.0,28.9,997.8,21.1,0.0,N,1.1,Guanyuan,2015-07-23,Summer
20997,2015,7,23,20,36.0,36.0,2.0,72.0,900.0,50.0,27.5,998.2,22.7,0.0,NW,0.6,Guanyuan,2015-07-23,Summer
20998,2015,7,23,21,37.0,53.0,2.0,91.0,1100.0,14.0,25.6,999.1,20.8,0.0,ENE,1.1,Guanyuan,2015-07-23,Summer
20999,2015,7,23,22,43.0,60.0,2.0,102.0,1300.0,2.0,24.4,998.9,21.5,0.0,SE,0.2,Guanyuan,2015-07-23,Summer
21000,2015,7,23,23,47.0,89.0,2.0,103.0,1500.0,2.0,23.8,998.9,21.9,0.0,SE,0.8,Guanyuan,2015-07-23,Summer
21001,2015,7,24,0,46.0,66.0,2.0,96.0,1400.0,2.0,24.5,999.0,20.6,0.0,ENE,1.1,Guanyuan,2015-07-24,Summer
21002,2015,7,24,1,43.0,73.0,2.0,86.0,1400.0,2.0,23.5,998.3,20.8,0.0,NW,0.5,Guanyuan,2015-07-24,Summer
21003,2015,7,24,2,45.0,69.0,2.0,87.0,1300.0,2.0,22.8,998.0,20.9,0.0,E,1.2,Guanyuan,2015-07-24,Summer
21004,2015,7,24,3,40.0,60.0,2.0,82.0,1000.0,2.0,23.1,998.0,20.6,0.0,E,1.3,Guanyuan,2015-07-24,Summer
21005,2015,7,24,4,39.0,51.0,2.0,77.0,900.0,2.0,22.8,998.1,21.1,0.0,E,0.9,Guanyuan,2015-07-24,Summer
21006,2015,7,24,5,28.0,37.0,2.0,55.0,700.0,19.0,22.5,998.1,21.0,0.0,NE,0.3,Guanyuan,2015-07-24,Summer
21007,2015,7,24,6,32.0,32.0,2.0,47.0,700.0,26.0,23.0,998.0,20.7,0.0,NNE,0.9,Guanyuan,2015-07-24,Summer
21008,2015,7,24,7,27.0,45.0,2.0,67.0,800.0,14.0,24.1,998.3,21.0,0.0,NNE,1.3,Guanyuan,2015-07-24,Summer
21009,2015,7,24,8,34.0,56.0,2.0,64.0,800.0,19.0,24.3,998.5,21.0,0.0,NE,1.1,Guanyuan,2015-07-24,Summer
21010,2015,7,24,9,63.0,91.0,2.0,65.0,1000.0,31.0,25.2,998.5,21.7,0.0,NNE,0.8,Guanyuan,2015-07-24,Summer
21011,2015,7,24,10,85.0,120.0,3.0,67.0,1300.0,46.0,25.9,998.5,22.0,0.0,ENE,0.9,Guanyuan,2015-07-24,Summer
21012,2015,7,24,11,130.0,133.0,4.0,57.0,1500.0,96.0,27.2,998.2,22.4,0.0,E,1.0,Guanyuan,2015-07-24,Summer
21013,2015,7,24,12,111.0,111.0,4.0,53.0,1300.0,121.0,27.6,997.7,21.4,0.0,ESE,0.7,Guanyuan,2015-07-24,Summer
21014,2015,7,24,13,83.0,83.0,7.0,46.0,1200.0,150.0,30.6,996.8,19.6,0.0,WNW,1.1,Guanyuan,2015-07-24,Summer
21015,2015,7,24,14,44.0,44.0,9.0,29.0,900.0,187.0,32.1,995.9,19.0,0.0,WNW,1.3,Guanyuan,2015-07-24,Summer
21016,2015,7,24,15,41.0,43.0,8.0,26.0,800.0,208.0,32.5,995.7,17.2,0.0,ESE,2.0,Guanyuan,2015-07-24,Summer
21017,2015,7,24,16,65.0,85.0,5.0,21.0,800.0,245.0,30.6,995.4,19.9,0.0,S,2.7,Guanyuan,2015-07-24,Summer
21018,2015,7,24,17,65.0,100.0,3.0,26.0,800.0,218.0,30.2,996.1,19.9,0.0,SSE,2.4,Guanyuan,2015-07-24,Summer
21019,2015,7,24,18,70.0,87.0,2.0,36.0,900.0,187.0,29.5,995.8,18.6,0.0,ESE,3.0,Guanyuan,2015-07-24,Summer
21020,2015,7,24,19,67.0,86.0,3.0,41.0,900.0,169.0,28.6,996.2,18.7,0.0,ESE,2.2,Guanyuan,2015-07-24,Summer
21021,2015,7,24,20,57.0,90.0,2.0,41.0,1000.0,137.0,26.8,996.7,19.4,0.0,ESE,1.5,Guanyuan,2015-07-24,Summer
21022,2015,7,24,21,71.0,88.0,2.0,39.0,1100.0,122.0,26.9,997.5,20.3,0.0,SE,1.4,Guanyuan,2015-07-24,Summer
21023,2015,7,24,22,79.0,93.0,2.0,45.0,1200.0,105.0,25.7,997.6,20.5,0.0,ESE,1.6,Guanyuan,2015-07-24,Summer
21024,2015,7,24,23,85.0,98.0,2.0,51.0,1200.0,77.0,25.7,997.5,20.7,0.0,SE,1.6,Guanyuan,2015-07-24,Summer
21025,2015,7,25,0,93.0,94.0,3.0,48.0,1500.0,72.0,25.1,997.5,20.4,0.0,SE,1.2,Guanyuan,2015-07-25,Summer
21026,2015,7,25,1,86.0,98.0,3.0,73.0,1400.0,32.0,24.5,997.5,20.4,0.0,SE,2.4,Guanyuan,2015-07-25,Summer
21027,2015,7,25,2,74.0,101.0,2.0,80.0,1300.0,18.0,23.6,997.3,20.7,0.0,ENE,0.6,Guanyuan,2015-07-25,Summer
21028,2015,7,25,3,80.0,81.0,2.0,77.0,1100.0,12.0,23.0,996.9,20.5,0.0,ENE,0.7,Guanyuan,2015-07-25,Summer
21029,2015,7,25,4,56.0,74.0,2.0,73.0,900.0,5.0,22.4,996.8,20.9,0.0,ENE,0.7,Guanyuan,2015-07-25,Summer
21030,2015,7,25,5,69.0,84.0,2.0,68.0,1000.0,2.0,22.1,996.8,20.7,0.0,ENE,1.0,Guanyuan,2015-07-25,Summer
21031,2015,7,25,6,82.0,94.0,2.0,67.0,1200.0,3.0,22.5,996.9,20.8,0.0,E,0.8,Guanyuan,2015-07-25,Summer
21032,2015,7,25,7,94.0,97.0,2.0,59.0,1200.0,13.0,23.8,997.3,21.1,0.0,E,1.0,Guanyuan,2015-07-25,Summer
21033,2015,7,25,8,90.0,90.0,4.0,53.0,1200.0,34.0,25.4,997.5,20.4,0.0,E,1.2,Guanyuan,2015-07-25,Summer
21034,2015,7,25,9,97.0,97.0,5.0,46.0,1400.0,68.0,26.9,997.6,20.3,0.0,ESE,1.0,Guanyuan,2015-07-25,Summer
21035,2015,7,25,10,110.0,110.0,5.0,43.0,1500.0,111.0,27.4,997.4,20.7,0.0,WSW,1.0,Guanyuan,2015-07-25,Summer
21036,2015,7,25,11,126.0,126.0,4.0,52.0,1500.0,158.0,29.4,996.9,21.1,0.0,E,1.2,Guanyuan,2015-07-25,Summer
21037,2015,7,25,12,133.0,133.0,3.0,58.0,1400.0,200.0,30.7,996.8,20.6,0.0,WSW,1.5,Guanyuan,2015-07-25,Summer
21038,2015,7,25,13,117.0,117.0,2.0,34.0,1200.0,252.0,31.9,996.2,19.9,0.0,SSW,2.1,Guanyuan,2015-07-25,Summer
21039,2015,7,25,14,72.0,72.0,2.0,21.0,900.0,242.0,32.7,995.7,19.9,0.0,S,1.4,Guanyuan,2015-07-25,Summer
21040,2015,7,25,15,72.0,79.0,2.0,22.0,900.0,240.0,32.8,995.2,20.7,0.0,SSW,3.3,Guanyuan,2015-07-25,Summer
21041,2015,7,25,16,74.0,89.0,2.0,19.0,900.0,242.0,32.8,994.8,21.0,0.0,SW,3.3,Guanyuan,2015-07-25,Summer
21042,2015,7,25,17,73.0,96.0,2.0,18.0,900.0,226.0,32.5,994.8,21.4,0.0,SW,3.0,Guanyuan,2015-07-25,Summer
21043,2015,7,25,18,72.0,100.0,2.0,19.0,1000.0,218.0,31.7,994.9,21.8,0.0,SW,2.7,Guanyuan,2015-07-25,Summer
21044,2015,7,25,19,95.0,128.0,2.0,23.0,1100.0,216.0,31.1,995.1,22.7,0.0,SW,1.9,Guanyuan,2015-07-25,Summer
21045,2015,7,25,20,140.0,175.0,2.0,27.0,1200.0,193.0,30.5,995.3,22.9,0.0,SSW,2.3,Guanyuan,2015-07-25,Summer
21046,2015,7,25,21,130.0,157.0,2.0,29.0,1100.0,181.0,30.2,996.4,22.9,0.0,SSW,1.6,Guanyuan,2015-07-25,Summer
21047,2015,7,25,22,121.0,141.0,2.0,27.0,1100.0,174.0,29.9,997.0,22.6,0.0,SSW,2.5,Guanyuan,2015-07-25,Summer
21048,2015,7,25,23,129.0,152.0,2.0,32.0,1100.0,158.0,29.9,997.1,22.6,0.0,SSW,2.9,Guanyuan,2015-07-25,Summer
21049,2015,7,26,0,137.0,157.0,2.0,26.0,1300.0,145.0,29.3,996.8,22.5,0.0,SSW,2.5,Guanyuan,2015-07-26,Summer
21050,2015,7,26,1,157.0,163.0,2.0,26.0,1400.0,143.0,28.9,996.5,22.6,0.0,SSW,1.6,Guanyuan,2015-07-26,Summer
21051,2015,7,26,2,170.0,180.0,2.0,29.0,1400.0,119.0,27.7,996.7,22.9,0.0,WNW,1.1,Guanyuan,2015-07-26,Summer
21052,2015,7,26,3,124.0,150.0,2.0,55.0,1200.0,55.0,26.1,996.9,23.2,0.0,WSW,0.5,Guanyuan,2015-07-26,Summer
21053,2015,7,26,4,150.0,156.0,2.0,67.0,1200.0,19.0,25.4,997.0,23.1,0.0,NE,1.4,Guanyuan,2015-07-26,Summer
21054,2015,7,26,5,157.0,157.0,2.0,48.0,1200.0,34.0,24.7,997.6,23.1,0.0,NE,0.7,Guanyuan,2015-07-26,Summer
21055,2015,7,26,6,165.0,165.0,2.0,39.0,1300.0,57.0,24.6,998.5,23.4,0.0,ENE,0.8,Guanyuan,2015-07-26,Summer
21056,2015,7,26,7,157.0,157.0,2.0,42.0,1400.0,58.0,26.5,999.0,23.8,0.0,E,1.0,Guanyuan,2015-07-26,Summer
21057,2015,7,26,8,145.0,145.0,2.0,41.0,1300.0,82.0,28.4,999.6,23.5,0.0,NNE,0.4,Guanyuan,2015-07-26,Summer
21058,2015,7,26,9,128.0,128.0,2.0,36.0,1200.0,125.0,29.6,999.9,23.1,0.0,E,1.8,Guanyuan,2015-07-26,Summer
21059,2015,7,26,10,124.0,124.0,2.0,30.0,1300.0,156.0,30.8,1000.1,22.9,0.0,ENE,1.9,Guanyuan,2015-07-26,Summer
21060,2015,7,26,11,134.0,134.0,2.0,31.0,1300.0,196.0,31.7,1000.0,22.7,0.0,ENE,1.3,Guanyuan,2015-07-26,Summer
21061,2015,7,26,12,80.0,80.0,2.0,22.0,1000.0,214.0,32.1,999.8,23.1,0.0,E,1.5,Guanyuan,2015-07-26,Summer
21062,2015,7,26,13,90.0,90.0,2.0,20.0,1100.0,233.0,32.7,999.5,23.4,0.0,N,1.2,Guanyuan,2015-07-26,Summer
21063,2015,7,26,14,82.0,82.0,2.0,22.0,1000.0,246.0,33.6,999.0,22.1,0.0,E,1.6,Guanyuan,2015-07-26,Summer
21064,2015,7,26,15,77.0,77.0,2.0,18.0,1000.0,278.0,34.2,998.5,20.9,0.0,ENE,1.5,Guanyuan,2015-07-26,Summer
21065,2015,7,26,16,73.0,73.0,2.0,20.0,900.0,279.0,34.1,998.2,21.5,0.0,ENE,1.6,Guanyuan,2015-07-26,Summer
21066,2015,7,26,17,80.0,163.0,2.0,34.0,1100.0,288.0,33.5,998.6,22.3,0.0,SSW,1.8,Guanyuan,2015-07-26,Summer
21067,2015,7,26,18,91.0,91.0,2.0,29.0,1100.0,245.0,33.2,998.1,20.7,0.0,SW,1.8,Guanyuan,2015-07-26,Summer
21068,2015,7,26,19,83.0,112.0,2.0,30.0,1400.0,196.0,32.4,998.7,21.0,0.0,WSW,1.9,Guanyuan,2015-07-26,Summer
21069,2015,7,26,20,77.0,100.0,2.0,35.0,1100.0,169.0,31.9,999.6,20.5,0.0,SW,1.7,Guanyuan,2015-07-26,Summer
